"units","scenario","year","value","variable","source"
"W/m^2","GCAM_SSP3",2014,-0.0716965,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2015,-0.0727984,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2016,-0.0701972,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2017,-0.067596,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2018,-0.0649949,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2019,-0.0623937,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2020,-0.0597925,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2021,-0.0571913,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2022,-0.0565295,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2023,-0.0558678,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2024,-0.055206,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2025,-0.0545442,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2026,-0.0530635,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2027,-0.0515829,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2028,-0.0501023,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2029,-0.0486217,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2030,-0.047141,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2031,-0.0464975,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2032,-0.0458539,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2033,-0.0452104,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2034,-0.0445668,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2035,-0.0439233,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2036,-0.0432898,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2037,-0.0426563,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2038,-0.0420229,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2039,-0.0413894,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2040,-0.0407559,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2041,-0.0402012,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2042,-0.0396464,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2043,-0.0390917,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2044,-0.038537,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2045,-0.0379822,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2046,-0.0377536,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2047,-0.0375249,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2048,-0.0372962,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2049,-0.0370676,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2050,-0.0368389,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2051,-0.0361828,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2052,-0.0355267,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2053,-0.0348706,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2054,-0.0342145,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2055,-0.0335584,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2056,-0.0328255,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2057,-0.0320926,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2058,-0.0313597,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2059,-0.0306267,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2060,-0.0298938,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2061,-0.0291876,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2062,-0.0284815,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2063,-0.0277753,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2064,-0.0270691,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2065,-0.0263629,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2066,-0.0258256,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2067,-0.0252884,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2068,-0.0247512,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2069,-0.0242139,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2070,-0.0236767,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2071,-0.02312,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2072,-0.0225633,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2073,-0.0220066,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2074,-0.0214499,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2075,-0.0208932,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2076,-0.0204674,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2077,-0.0200415,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2078,-0.0196156,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2079,-0.0191897,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2080,-0.0187638,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2081,-0.0183235,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2082,-0.0178833,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2083,-0.017443,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2084,-0.0170028,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2085,-0.0165625,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2086,-0.0161422,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2087,-0.015722,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2088,-0.0153017,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2089,-0.0148814,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2090,-0.0144612,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2091,-0.0140402,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2092,-0.0136191,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2093,-0.0131981,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2094,-0.0127771,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2095,-0.0123561,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2096,-0.0119373,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2097,-0.0115186,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2098,-0.0110998,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2099,-0.010681,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",2100,-0.0102622,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP3",1976,0.032349,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1977,0.0329131,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1978,0.0334511,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1979,0.0340049,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1980,0.0345282,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1981,0.0349403,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1982,0.0355625,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1983,0.0359063,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1984,0.0362715,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1985,0.0366091,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1986,0.0370032,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1987,0.0374405,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1988,0.0378441,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1989,0.0382267,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1990,0.0386362,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1991,0.0394549,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1992,0.0396023,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1993,0.0397321,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1994,0.0401774,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1995,0.0403317,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1996,0.0404678,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1997,0.0413577,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1998,0.0417024,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1999,0.0417624,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2000,0.0417421,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2001,0.0417688,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2002,0.0420783,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2003,0.0423898,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2004,0.0427806,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2005,0.0431361,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2006,0.0434291,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2007,0.0436644,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2008,0.0438481,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2009,0.0439863,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2010,0.0440841,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2011,0.0442385,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2012,0.0444461,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2013,0.0446997,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2014,0.0449969,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2015,0.045334,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2016,0.0456768,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2017,0.0460246,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2018,0.0463774,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2019,0.0467344,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2020,0.0470952,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2021,0.0474595,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2022,0.0478137,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2023,0.048158,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2024,0.0484912,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2025,0.0488135,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2026,0.0491658,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2027,0.0495459,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2028,0.0499514,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2029,0.0503803,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2030,0.0508303,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2031,0.0513045,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2032,0.0518006,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2033,0.0523167,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2034,0.0528511,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2035,0.0534021,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2036,0.0539595,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2037,0.0545228,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2038,0.0550915,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2039,0.0556652,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2040,0.0562436,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2041,0.0568083,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2042,0.0573607,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2043,0.0579022,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2044,0.0584338,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2045,0.0589567,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2046,0.0594818,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2047,0.0600092,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2048,0.0605385,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2049,0.0610696,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2050,0.0616023,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2051,0.0621311,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2052,0.0626565,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2053,0.0631788,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2054,0.0636985,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2055,0.0642157,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2056,0.064735,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2057,0.0652561,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2058,0.065779,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2059,0.0663035,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2060,0.0668294,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2061,0.0673556,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2062,0.0678822,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2063,0.0684091,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2064,0.0689363,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2065,0.0694639,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2066,0.0699899,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2067,0.0705146,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2068,0.0710381,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2069,0.0715605,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2070,0.0720819,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2071,0.0726015,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2072,0.0731195,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2073,0.073636,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2074,0.0741513,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2075,0.0746654,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2076,0.0751768,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2077,0.0756858,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2078,0.0761926,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2079,0.0766975,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2080,0.0772005,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2081,0.0777007,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2082,0.0781982,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2083,0.0786935,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2084,0.0791866,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2085,0.0796779,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2086,0.0801704,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2087,0.080664,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2088,0.0811586,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2089,0.0816543,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2090,0.0821508,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2091,0.082648,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2092,0.0831457,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2093,0.083644,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2094,0.0841428,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2095,0.0846422,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2096,0.085142,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2097,0.0856422,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2098,0.0861428,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2099,0.0866439,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",2100,0.0871453,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP3",1976,0.332685,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1977,0.339523,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1978,0.349427,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1979,0.355642,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1980,0.355273,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1981,0.351734,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1982,0.360543,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1983,0.348953,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1984,0.357558,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1985,0.362344,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1986,0.366618,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1987,0.377009,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1988,0.385258,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1989,0.386823,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1990,0.38947,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1991,0.413873,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1992,0.392768,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1993,0.400616,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1994,0.413913,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1995,0.407025,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1996,0.405479,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1997,0.437121,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1998,0.430398,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1999,0.412824,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2000,0.410571,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2001,0.411135,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2002,0.421939,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2003,0.425156,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2004,0.436433,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2005,0.437412,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2006,0.433638,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2007,0.429704,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2008,0.425627,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2009,0.421425,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2010,0.417113,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2011,0.417197,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2012,0.417425,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2013,0.417774,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2014,0.418239,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2015,0.418807,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2016,0.415366,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2017,0.411936,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2018,0.408514,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2019,0.405099,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2020,0.40169,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2021,0.398286,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2022,0.405457,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2023,0.412599,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2024,0.419709,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2025,0.426787,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2026,0.424584,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2027,0.422447,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2028,0.420371,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2029,0.418348,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2030,0.416372,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2031,0.414469,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2032,0.412614,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2033,0.410801,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2034,0.409025,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2035,0.407281,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2036,0.405536,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2037,0.403796,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2038,0.402061,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2039,0.400329,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2040,0.398598,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2041,0.398359,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2042,0.398083,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2043,0.397774,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2044,0.397436,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2045,0.39707,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2046,0.397517,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2047,0.397964,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2048,0.398407,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2049,0.398848,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2050,0.399286,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2051,0.399376,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2052,0.399451,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2053,0.399513,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2054,0.399564,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2055,0.399603,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2056,0.39991,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2057,0.400214,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2058,0.400517,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2059,0.400817,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2060,0.401114,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2061,0.401406,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2062,0.401692,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2063,0.401973,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2064,0.402249,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2065,0.40252,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2066,0.402888,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2067,0.403248,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2068,0.4036,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2069,0.403945,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2070,0.404282,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2071,0.404563,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2072,0.404836,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2073,0.405101,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2074,0.405358,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2075,0.405608,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2076,0.405928,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2077,0.406237,"RF_O3_trop","gcam xmldb"
